# GRCh38.p14 alt loci scaffold placement relative to primary chromosomes
# Source: UCSC hg38 altSeqLiftOverPsl + NCBI GCF_000001405.40 assembly report
# Date built: 2026-03-11
#
# Columns:
#   ucsc_alt_name       UCSC-style name of the alt scaffold (matches BAM/BED naming)
#   primary_chrom       Primary chromosome this scaffold is placed on
#   primary_start       0-based start of aligned region on the primary chromosome
#   primary_end         End of aligned region on primary chromosome (half-open)
#   alt_aligned_start   0-based start of aligned region on the alt scaffold
#   alt_aligned_end     End of aligned region on alt scaffold (half-open)
#   alt_start_tail      Unaligned bases before the aligned region on the alt scaffold
#   alt_stop_tail       Unaligned bases after the aligned region on the alt scaffold
#   alt_seq_length      Full length of the alt scaffold
#   orientation         Strand of the alt scaffold relative to primary (+/-)
#   refseq_acc          RefSeq accession (matches NCBI FASTA headers)
#   genbank_acc         GenBank accession (GL/KI/KQ etc. prefix)
#   assembly_unit       NCBI assembly unit group (ALT_REF_LOCI_N)
#   coord_conversion    Linear formula: primary_pos -> alt_pos (ignores small indels;
#                       sufficient for read-overlap fetching purposes)
#                       Valid range: primary_pos in [primary_start, primary_end)
ucsc_alt_name	primary_chrom	primary_start	primary_end	alt_aligned_start	alt_aligned_end	alt_start_tail	alt_stop_tail	alt_seq_length	orientation	refseq_acc	genbank_acc	assembly_unit	coord_conversion
chr19	chr19_GL000209v2_alt	0	177381	54698376	54861971	54698376	3755645	58617616	-	.	.	.	alt_pos = 54861971 - (primary_pos - 0)
chr19	chr19_GL383573v1_alt	0	385657	20663140	21042381	20663140	37575235	58617616	+	.	.	.	alt_pos = 20663140 + (primary_pos - 0)
chr19	chr19_GL383574v1_alt	0	155864	34152259	34300950	34152259	24316666	58617616	+	.	.	.	alt_pos = 34152259 + (primary_pos - 0)
chr19	chr19_GL383575v2_alt	0	170222	21648289	21809032	21648289	36808584	58617616	+	.	.	.	alt_pos = 21648289 + (primary_pos - 0)
chr19	chr19_GL383576v1_alt	0	188024	22120849	22300666	22120849	36316950	58617616	-	.	.	.	alt_pos = 22300666 - (primary_pos - 0)
chr19	chr19_GL949746v1_alt	0	987716	54025633	55084318	54025633	3533298	58617616	+	.	.	.	alt_pos = 54025633 + (primary_pos - 0)
chr19	chr19_GL949747v2_alt	0	729520	54025633	55084318	54025633	3533298	58617616	+	.	.	.	alt_pos = 54025633 + (primary_pos - 0)
chr19	chr19_GL949748v2_alt	0	1064304	54025633	55084318	54025633	3533298	58617616	+	.	.	.	alt_pos = 54025633 + (primary_pos - 0)
chr19	chr19_GL949749v2_alt	0	1091841	54025633	55084318	54025633	3533298	58617616	+	.	.	.	alt_pos = 54025633 + (primary_pos - 0)
chr19	chr19_GL949750v2_alt	0	1066390	54025633	55084318	54025633	3533298	58617616	+	.	.	.	alt_pos = 54025633 + (primary_pos - 0)
chr19	chr19_GL949751v2_alt	0	1002683	54025633	55084318	54025633	3533298	58617616	+	.	.	.	alt_pos = 54025633 + (primary_pos - 0)
chr19	chr19_GL949752v1_alt	0	987100	54025633	55084318	54025633	3533298	58617616	+	.	.	.	alt_pos = 54025633 + (primary_pos - 0)
chr19	chr19_GL949753v2_alt	0	796479	54025633	55084318	54025633	3533298	58617616	+	.	.	.	alt_pos = 54025633 + (primary_pos - 0)
chr19	chr19_KI270865v1_alt	0	52969	1107413	1158195	1107413	57459421	58617616	+	.	.	.	alt_pos = 1107413 + (primary_pos - 0)
chr19	chr19_KI270866v1_alt	0	42221	34350806	34392977	34350806	24224639	58617616	+	.	.	.	alt_pos = 34350806 + (primary_pos - 0)
chr19_MU273386v1_fix	chr19_KI270866v1_alt	0	43156	0	43156	0	183010	226166	+	.	.	.	alt_pos = 0 + (primary_pos - 0)
chr19	chr19_KI270867v1_alt	0	233762	41456580	41682000	41456580	16935616	58617616	-	.	.	.	alt_pos = 41682000 - (primary_pos - 0)
chr19	chr19_KI270868v1_alt	0	61733	821157	881412	821157	57736204	58617616	+	.	.	.	alt_pos = 821157 + (primary_pos - 0)
chr19	chr19_KI270882v1_alt	2	248807	54698376	54875515	54698376	3742101	58617616	-	.	.	.	alt_pos = 54875515 - (primary_pos - 2)
chr19	chr19_KI270883v1_alt	0	170399	54698376	54868790	54698376	3748826	58617616	-	.	.	.	alt_pos = 54868790 - (primary_pos - 0)
chr19	chr19_KI270884v1_alt	0	157053	54698376	54869245	54698376	3748371	58617616	-	.	.	.	alt_pos = 54869245 - (primary_pos - 0)
chr19	chr19_KI270885v1_alt	0	171027	54698376	54869367	54698376	3748249	58617616	-	.	.	.	alt_pos = 54869367 - (primary_pos - 0)
chr19	chr19_KI270886v1_alt	2	204239	54698376	54858867	54698376	3758749	58617616	-	.	.	.	alt_pos = 54858867 - (primary_pos - 2)
chr19	chr19_KI270887v1_alt	2	209512	54698376	54881189	54698376	3736427	58617616	-	.	.	.	alt_pos = 54881189 - (primary_pos - 2)
chr19	chr19_KI270888v1_alt	0	155532	54698376	54868929	54698376	3748687	58617616	-	.	.	.	alt_pos = 54868929 - (primary_pos - 0)
chr19	chr19_KI270889v1_alt	0	170698	54698376	54869056	54698376	3748560	58617616	-	.	.	.	alt_pos = 54869056 - (primary_pos - 0)
chr19	chr19_KI270890v1_alt	0	184499	54698376	54869045	54698376	3748571	58617616	-	.	.	.	alt_pos = 54869045 - (primary_pos - 0)
chr19	chr19_KI270891v1_alt	0	170680	54698376	54869056	54698376	3748560	58617616	-	.	.	.	alt_pos = 54869056 - (primary_pos - 0)
chr19	chr19_KI270914v1_alt	1	205194	54698376	54858949	54698376	3758667	58617616	-	.	.	.	alt_pos = 54858949 - (primary_pos - 1)
chr19	chr19_KI270915v1_alt	0	170665	54698376	54869056	54698376	3748560	58617616	-	.	.	.	alt_pos = 54869056 - (primary_pos - 0)
chr19	chr19_KI270916v1_alt	0	184516	54698376	54869302	54698376	3748314	58617616	-	.	.	.	alt_pos = 54869302 - (primary_pos - 0)
chr19	chr19_KI270917v1_alt	22	190932	54721062	54911985	54721062	3705631	58617616	+	.	.	.	alt_pos = 54721062 + (primary_pos - 22)
chr19	chr19_KI270918v1_alt	0	123111	54698376	54821095	54698376	3796521	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KI270919v1_alt	0	170701	54698376	54869057	54698376	3748559	58617616	-	.	.	.	alt_pos = 54869057 - (primary_pos - 0)
chr19	chr19_KI270920v1_alt	2	198005	54713159	54911985	54713159	3705631	58617616	+	.	.	.	alt_pos = 54713159 + (primary_pos - 2)
chr19	chr19_KI270921v1_alt	3	282224	54701161	54911985	54701161	3705631	58617616	+	.	.	.	alt_pos = 54701161 + (primary_pos - 3)
chr19	chr19_KI270922v1_alt	0	187935	54724021	54911985	54724021	3705631	58617616	+	.	.	.	alt_pos = 54724021 + (primary_pos - 0)
chr19	chr19_KI270923v1_alt	3	189352	54709011	54911985	54709011	3705631	58617616	+	.	.	.	alt_pos = 54709011 + (primary_pos - 3)
chr19	chr19_KI270929v1_alt	2	186203	54725824	54911985	54725824	3705631	58617616	+	.	.	.	alt_pos = 54725824 + (primary_pos - 2)
chr19	chr19_KI270930v1_alt	0	200773	54698376	54869056	54698376	3748560	58617616	-	.	.	.	alt_pos = 54869056 - (primary_pos - 0)
chr19	chr19_KI270931v1_alt	0	170148	54698376	54869415	54698376	3748201	58617616	-	.	.	.	alt_pos = 54869415 - (primary_pos - 0)
chr19	chr19_KI270932v1_alt	0	215732	54698376	54869394	54698376	3748222	58617616	-	.	.	.	alt_pos = 54869394 - (primary_pos - 0)
chr19	chr19_KI270933v1_alt	0	170537	54698376	54869056	54698376	3748560	58617616	-	.	.	.	alt_pos = 54869056 - (primary_pos - 0)
chr19	chr19_KI270938v1_alt	0	1066800	54025633	55084318	54025633	3533298	58617616	+	.	.	.	alt_pos = 54025633 + (primary_pos - 0)
chr19	chr19_KV575246v1_alt	0	163926	54698376	54862477	54698376	3755139	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575247v1_alt	0	170206	54698376	54868566	54698376	3749050	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575248v1_alt	0	168131	54698376	54866476	54698376	3751140	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575249v1_alt	0	293522	54698376	54859094	54698376	3758522	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575250v1_alt	0	241058	54698376	54911985	54698376	3705631	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575251v1_alt	0	159285	54698376	54857647	54698376	3759969	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575252v1_alt	0	178197	54698376	54877599	54698376	3740017	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575253v1_alt	0	166713	54698376	54865096	54698376	3752520	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575254v1_alt	0	99845	54698376	54877460	54698376	3740156	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575255v1_alt	0	161095	54698376	54859438	54698376	3758178	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575256v1_alt	0	223118	54698376	54863896	54698376	3753720	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575257v1_alt	0	100553	54698376	54879431	54698376	3738185	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575258v1_alt	0	156965	54720576	54911985	54720576	3705631	58617616	-	.	.	.	alt_pos = 54911985 - (primary_pos - 0)
chr19	chr19_KV575259v1_alt	0	171263	54698376	54869651	54698376	3747965	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19	chr19_KV575260v1_alt	0	145691	54698376	54857701	54698376	3759915	58617616	+	.	.	.	alt_pos = 54698376 + (primary_pos - 0)
chr19_KI270866v1_alt	chr19_MU273386v1_fix	0	43156	0	43156	0	0	43156	+	NT_187619.1	KI270866.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 0)
chr19	chr19_MU273387v1_alt	0	89211	5826399	5915642	5826399	52701974	58617616	+	.	.	.	alt_pos = 5826399 + (primary_pos - 0)
chr1	chr1_GL383518v1_alt	17253	182439	153700530	153865738	153700530	95090684	248956422	+	.	.	.	alt_pos = 153700530 + (primary_pos - 17253)
chr1	chr1_GL383519v1_alt	15376	110268	155210381	155305245	155210381	93651177	248956422	+	.	.	.	alt_pos = 155210381 + (primary_pos - 15376)
chr1	chr1_GL383520v2_alt	0	366580	198370082	198725175	198370082	50231247	248956422	+	.	.	.	alt_pos = 198370082 + (primary_pos - 0)
chr1	chr1_KI270759v1_alt	0	425601	245305696	245727576	245305696	3228846	248956422	+	.	.	.	alt_pos = 245305696 + (primary_pos - 0)
chr1	chr1_KI270760v1_alt	0	109528	30352190	30456601	30352190	218499821	248956422	+	.	.	.	alt_pos = 30352190 + (primary_pos - 0)
chr1	chr1_KI270761v1_alt	0	165834	248352026	248511794	248352026	444628	248956422	+	.	.	.	alt_pos = 248352026 + (primary_pos - 0)
chr1	chr1_KI270762v1_alt	0	354444	2448810	2791270	2448810	246165152	248956422	+	.	.	.	alt_pos = 2448810 + (primary_pos - 0)
chr1	chr1_KI270763v1_alt	0	911658	242987892	243895211	242987892	5061211	248956422	+	.	.	.	alt_pos = 242987892 + (primary_pos - 0)
chr1	chr1_KI270764v1_alt	0	50258	234163456	234211370	234163456	14745052	248956422	+	.	.	.	alt_pos = 234163456 + (primary_pos - 0)
chr1	chr1_KI270765v1_alt	0	185285	144488705	144674781	144488705	104281641	248956422	+	.	.	.	alt_pos = 144488705 + (primary_pos - 0)
chr1	chr1_KI270766v1_alt	20632	256271	13075112	13312803	13075112	235643619	248956422	+	.	.	.	alt_pos = 13075112 + (primary_pos - 20632)
chr1	chr1_KI270892v1_alt	0	162212	248352026	248511794	248352026	444628	248956422	+	.	.	.	alt_pos = 248352026 + (primary_pos - 0)
chr1	chr1_KQ458382v1_alt	0	141019	103909380	104045121	103909380	144911301	248956422	+	.	.	.	alt_pos = 103909380 + (primary_pos - 0)
chr1	chr1_KQ458383v1_alt	0	349938	23237485	23579959	23237485	225376463	248956422	+	.	.	.	alt_pos = 23237485 + (primary_pos - 0)
chr1	chr1_KQ458384v1_alt	0	212205	235360199	235568613	235360199	13387809	248956422	+	.	.	.	alt_pos = 235360199 + (primary_pos - 0)
chr1	chr1_KQ983255v1_alt	0	278659	13004384	13312803	13004384	235643619	248956422	+	.	.	.	alt_pos = 13004384 + (primary_pos - 0)
chr1	chr1_KV880763v1_alt	0	551020	107987824	108539424	107987824	140416998	248956422	+	.	.	.	alt_pos = 107987824 + (primary_pos - 0)
chr1	chr1_KV880763v1_alt	234766	483574	108222601	108471742	108222601	140484680	248956422	-	.	.	.	alt_pos = 108471742 - (primary_pos - 234766)
chr1	chr1_KZ208904v1_alt	0	166136	28206356	28366763	28206356	220589659	248956422	+	.	.	.	alt_pos = 28206356 + (primary_pos - 0)
chr1	chr1_KZ208905v1_alt	0	140355	72287733	72419130	72287733	176537292	248956422	+	.	.	.	alt_pos = 72287733 + (primary_pos - 0)
chr1	chr1_MU273330v1_alt	0	516764	120382303	120906271	120382303	128050151	248956422	+	.	.	.	alt_pos = 120382303 + (primary_pos - 0)
chr1	chr1_MU273331v1_alt	0	847441	196150324	197082310	196150324	51874112	248956422	+	.	.	.	alt_pos = 196150324 + (primary_pos - 0)
chr1	chr1_MU273332v1_alt	0	335159	248352026	248693469	248352026	262953	248956422	+	.	.	.	alt_pos = 248352026 + (primary_pos - 0)
chr1	chr1_MU273332v1_alt	131430	206542	248483457	248564626	248483457	391796	248956422	-	.	.	.	alt_pos = 248564626 - (primary_pos - 131430)
chr20	chr20_GL383577v2_alt	0	128386	17771101	17893471	17771101	46550696	64444167	+	.	.	.	alt_pos = 17771101 + (primary_pos - 0)
chr20	chr20_KI270869v1_alt	0	118774	61886305	62008187	61886305	2435980	64444167	+	.	.	.	alt_pos = 61886305 + (primary_pos - 0)
chr20	chr20_KI270870v1_alt	0	183433	64095054	64274842	64095054	169325	64444167	+	.	.	.	alt_pos = 64095054 + (primary_pos - 0)
chr20	chr20_KI270871v1_alt	0	58661	63414720	63471095	63414720	973072	64444167	+	.	.	.	alt_pos = 63414720 + (primary_pos - 0)
chr21	chr21_GL383578v2_alt	0	63917	14424140	14475471	14424140	32234512	46709983	+	.	.	.	alt_pos = 14424140 + (primary_pos - 0)
chr21	chr21_GL383579v2_alt	0	201197	22102473	22296968	22102473	24413015	46709983	+	.	.	.	alt_pos = 22102473 + (primary_pos - 0)
chr21	chr21_GL383580v2_alt	0	74653	32769078	32837937	32769078	13872046	46709983	+	.	.	.	alt_pos = 32769078 + (primary_pos - 0)
chr21	chr21_GL383581v2_alt	0	116689	33405428	33512559	33405428	13197424	46709983	+	.	.	.	alt_pos = 33405428 + (primary_pos - 0)
chr21	chr21_KI270872v1_alt	0	82692	46140941	46221322	46140941	488661	46709983	+	.	.	.	alt_pos = 46140941 + (primary_pos - 0)
chr21	chr21_KI270873v1_alt	0	143900	17603694	17744061	17603694	28965922	46709983	+	.	.	.	alt_pos = 17603694 + (primary_pos - 0)
chr21	chr21_KI270874v1_alt	0	166743	17146892	17310433	17146892	29399550	46709983	+	.	.	.	alt_pos = 17146892 + (primary_pos - 0)
chr22	chr22_GL383582v2_alt	0	162811	42077655	42252562	42077655	8565906	50818468	+	.	.	.	alt_pos = 42077655 + (primary_pos - 0)
chr22	chr22_GL383583v2_alt	0	96924	38884293	39011160	38884293	11807308	50818468	+	.	.	.	alt_pos = 38884293 + (primary_pos - 0)
chr22	chr22_KB663609v1_alt	0	74013	42077655	42139533	42077655	8678935	50818468	+	.	.	.	alt_pos = 42077655 + (primary_pos - 0)
chr22	chr22_KI270875v1_alt	0	259914	22373448	22624257	22373448	28194211	50818468	+	.	.	.	alt_pos = 22373448 + (primary_pos - 0)
chr22	chr22_KI270876v1_alt	0	263666	35685233	35942668	35685233	14875800	50818468	+	.	.	.	alt_pos = 35685233 + (primary_pos - 0)
chr22	chr22_KI270877v1_alt	0	101331	36779213	36877704	36779213	13940764	50818468	+	.	.	.	alt_pos = 36779213 + (primary_pos - 0)
chr22	chr22_KI270878v1_alt	0	186262	23354042	23516062	23354042	27302406	50818468	+	.	.	.	alt_pos = 23354042 + (primary_pos - 0)
chr22	chr22_KI270879v1_alt	0	304135	23763638	24013509	23763638	26804959	50818468	+	.	.	.	alt_pos = 23763638 + (primary_pos - 0)
chr22	chr22_KI270928v1_alt	0	176103	42077655	42253758	42077655	8564710	50818468	+	.	.	.	alt_pos = 42077655 + (primary_pos - 0)
chr22	chr22_KN196485v1_alt	0	156562	42085049	42253758	42085049	8564710	50818468	+	.	.	.	alt_pos = 42085049 + (primary_pos - 0)
chr22	chr22_KN196486v1_alt	0	153027	42114416	42253758	42114416	8564710	50818468	+	.	.	.	alt_pos = 42114416 + (primary_pos - 0)
chr22	chr22_KQ458387v1_alt	0	155930	42095279	42253758	42095279	8564710	50818468	+	.	.	.	alt_pos = 42095279 + (primary_pos - 0)
chr22	chr22_KQ458388v1_alt	0	174749	42106393	42253758	42106393	8564710	50818468	+	.	.	.	alt_pos = 42106393 + (primary_pos - 0)
chr22	chr22_KQ759761v1_alt	0	145162	42122258	42253758	42122258	8564710	50818468	+	.	.	.	alt_pos = 42122258 + (primary_pos - 0)
chr2	chr2_GL383521v1_alt	0	143390	36225958	36363315	36225958	205830214	242193529	-	.	.	.	alt_pos = 36363315 - (primary_pos - 0)
chr2	chr2_GL383522v1_alt	0	123821	168830362	168937194	168830362	73256335	242193529	+	.	.	.	alt_pos = 168830362 + (primary_pos - 0)
chr2	chr2_GL582966v2_alt	0	96131	148934068	149024119	148934068	93169410	242193529	+	.	.	.	alt_pos = 148934068 + (primary_pos - 0)
chr2	chr2_KI270767v1_alt	0	161578	241961305	242117508	241961305	76021	242193529	+	.	.	.	alt_pos = 241961305 + (primary_pos - 0)
chr2	chr2_KI270768v1_alt	0	110099	131697036	131806107	131697036	110387422	242193529	+	.	.	.	alt_pos = 131697036 + (primary_pos - 0)
chr2	chr2_KI270769v1_alt	0	120616	3391897	3511146	3391897	238682383	242193529	+	.	.	.	alt_pos = 3391897 + (primary_pos - 0)
chr2	chr2_KI270770v1_alt	0	136240	728877	860300	728877	241333229	242193529	+	.	.	.	alt_pos = 728877 + (primary_pos - 0)
chr2	chr2_KI270771v1_alt	0	110395	116874514	116981849	116874514	125211680	242193529	+	.	.	.	alt_pos = 116874514 + (primary_pos - 0)
chr2	chr2_KI270772v1_alt	0	133041	90269481	90402511	90269481	151791018	242193529	-	.	.	.	alt_pos = 90402511 - (primary_pos - 0)
chr2	chr2_KI270773v1_alt	0	70887	1204934	1273724	1204934	240919805	242193529	+	.	.	.	alt_pos = 1204934 + (primary_pos - 0)
chr2	chr2_KI270774v1_alt	0	223625	1315176	1541254	1315176	240652275	242193529	+	.	.	.	alt_pos = 1315176 + (primary_pos - 0)
chr2	chr2_KI270775v1_alt	0	138019	115908854	116040717	115908854	126152812	242193529	+	.	.	.	alt_pos = 115908854 + (primary_pos - 0)
chr2	chr2_KI270776v1_alt	0	174166	241787902	241961305	241787902	232224	242193529	+	.	.	.	alt_pos = 241787902 + (primary_pos - 0)
chr2	chr2_KI270893v1_alt	0	161218	241961305	242117508	241961305	76021	242193529	+	.	.	.	alt_pos = 241961305 + (primary_pos - 0)
chr2	chr2_KI270894v1_alt	0	214158	90218336	90402511	90218336	151791018	242193529	+	.	.	.	alt_pos = 90218336 + (primary_pos - 0)
chr2	chr2_KQ983256v1_alt	0	535088	205890982	206421450	205890982	35772079	242193529	+	.	.	.	alt_pos = 205890982 + (primary_pos - 0)
chr2	chr2_KZ208907v1_alt	0	181658	126189127	126361783	126189127	115831746	242193529	+	.	.	.	alt_pos = 126189127 + (primary_pos - 0)
chr2	chr2_KZ208908v1_alt	0	140361	208007847	208142067	208007847	34051462	242193529	+	.	.	.	alt_pos = 208007847 + (primary_pos - 0)
chr2	chr2_MU273337v1_alt	0	431782	95237896	95669507	95237896	146524022	242193529	+	.	.	.	alt_pos = 95237896 + (primary_pos - 0)
chr2	chr2_MU273337v1_alt	209767	391329	95447666	95629067	95447666	146564462	242193529	-	.	.	.	alt_pos = 95629067 - (primary_pos - 209767)
chr2	chr2_MU273338v1_alt	0	535251	171569827	172096484	171569827	70097045	242193529	+	.	.	.	alt_pos = 171569827 + (primary_pos - 0)
chr2	chr2_MU273339v1_alt	0	500581	129827758	130324004	129827758	111869525	242193529	+	.	.	.	alt_pos = 129827758 + (primary_pos - 0)
chr2	chr2_MU273340v1_alt	0	284971	85073814	85358733	85073814	156834796	242193529	+	.	.	.	alt_pos = 85073814 + (primary_pos - 0)
chr3	chr3_GL383526v1_alt	0	180671	151589365	151759498	151589365	46536061	198295559	+	.	.	.	alt_pos = 151589365 + (primary_pos - 0)
chr3	chr3_JH636055v2_alt	0	173151	11815267	11986497	11815267	186309062	198295559	-	.	.	.	alt_pos = 11986497 - (primary_pos - 0)
chr3	chr3_KI270777v1_alt	0	173649	154111570	154282042	154111570	44013517	198295559	-	.	.	.	alt_pos = 154282042 - (primary_pos - 0)
chr3	chr3_KI270778v1_alt	0	248252	166300783	166544173	166300783	31751386	198295559	+	.	.	.	alt_pos = 166300783 + (primary_pos - 0)
chr3	chr3_KI270779v1_alt	0	205312	195629503	195827492	195629503	2468067	198295559	+	.	.	.	alt_pos = 195629503 + (primary_pos - 0)
chr3	chr3_KI270780v1_alt	0	224108	125665518	125883802	125665518	72411757	198295559	+	.	.	.	alt_pos = 125665518 + (primary_pos - 0)
chr3	chr3_KI270781v1_alt	0	113034	184425339	184533338	184425339	13762221	198295559	-	.	.	.	alt_pos = 184533338 - (primary_pos - 0)
chr3	chr3_KI270782v1_alt	0	162429	197397855	197558882	197397855	736677	198295559	-	.	.	.	alt_pos = 197558882 - (primary_pos - 0)
chr3	chr3_KI270783v1_alt	0	109187	20277966	20382602	20277966	177912957	198295559	+	.	.	.	alt_pos = 20277966 + (primary_pos - 0)
chr3	chr3_KI270784v1_alt	0	184404	198047548	198235559	198047548	60000	198295559	-	.	.	.	alt_pos = 198235559 - (primary_pos - 0)
chr3	chr3_KI270895v1_alt	0	162896	195629503	195794735	195629503	2500824	198295559	-	.	.	.	alt_pos = 195794735 - (primary_pos - 0)
chr3	chr3_KI270924v1_alt	0	166540	195629503	195794735	195629503	2500824	198295559	-	.	.	.	alt_pos = 195794735 - (primary_pos - 0)
chr3	chr3_KI270934v1_alt	0	163458	195629503	195794735	195629503	2500824	198295559	-	.	.	.	alt_pos = 195794735 - (primary_pos - 0)
chr3	chr3_KI270935v1_alt	0	197351	195629503	195827492	195629503	2468067	198295559	+	.	.	.	alt_pos = 195629503 + (primary_pos - 0)
chr3	chr3_KI270936v1_alt	0	164170	195629503	195794735	195629503	2500824	198295559	-	.	.	.	alt_pos = 195794735 - (primary_pos - 0)
chr3	chr3_KI270937v1_alt	0	165607	195629503	195794735	195629503	2500824	198295559	-	.	.	.	alt_pos = 195794735 - (primary_pos - 0)
chr3	chr3_KZ208909v1_alt	0	175849	84799967	84960626	84799967	113334933	198295559	+	.	.	.	alt_pos = 84799967 + (primary_pos - 0)
chr3	chr3_KZ559101v1_alt	0	164041	176115489	176274065	176115489	22021494	198295559	+	.	.	.	alt_pos = 176115489 + (primary_pos - 0)
chr3	chr3_KZ559102v1_alt	0	197752	175333209	175524240	175333209	22771319	198295559	+	.	.	.	alt_pos = 175333209 + (primary_pos - 0)
chr3	chr3_KZ559103v1_alt	0	302885	128137811	128433766	128137811	69861793	198295559	+	.	.	.	alt_pos = 128137811 + (primary_pos - 0)
chr3	chr3_KZ559105v1_alt	0	195063	112116710	112302325	112116710	85993234	198295559	+	.	.	.	alt_pos = 112116710 + (primary_pos - 0)
chr3	chr3_ML143343v1_alt	0	215443	75363638	75568796	75363638	122726763	198295559	+	.	.	.	alt_pos = 75363638 + (primary_pos - 0)
chr4	chr4_GL000257v2_alt	0	586476	68306358	69010457	68306358	121204098	190214555	+	.	.	.	alt_pos = 68306358 + (primary_pos - 0)
chr4	chr4_GL383527v1_alt	0	164536	155835377	155987264	155835377	34227291	190214555	+	.	.	.	alt_pos = 155835377 + (primary_pos - 0)
chr4	chr4_GL383528v1_alt	0	376187	34517954	34883858	34517954	155330697	190214555	+	.	.	.	alt_pos = 34517954 + (primary_pos - 0)
chr4	chr4_KI270785v1_alt	0	119912	186920391	187048061	186920391	3166494	190214555	+	.	.	.	alt_pos = 186920391 + (primary_pos - 0)
chr4	chr4_KI270786v1_alt	0	244096	189666447	189907070	189666447	307485	190214555	+	.	.	.	alt_pos = 189666447 + (primary_pos - 0)
chr4	chr4_KI270787v1_alt	0	111943	55678094	55785754	55678094	134428801	190214555	+	.	.	.	alt_pos = 55678094 + (primary_pos - 0)
chr4	chr4_KI270788v1_alt	0	158965	120164198	120317014	120164198	69897541	190214555	+	.	.	.	alt_pos = 120164198 + (primary_pos - 0)
chr4	chr4_KI270789v1_alt	0	205944	188341422	188542359	188341422	1672196	190214555	+	.	.	.	alt_pos = 188341422 + (primary_pos - 0)
chr4	chr4_KI270790v1_alt	0	220246	21521366	21734410	21521366	168480145	190214555	+	.	.	.	alt_pos = 21521366 + (primary_pos - 0)
chr4	chr4_KI270896v1_alt	0	378547	189666447	190041016	189666447	173539	190214555	+	.	.	.	alt_pos = 189666447 + (primary_pos - 0)
chr4	chr4_KI270925v1_alt	0	555799	189361857	189907070	189361857	307485	190214555	+	.	.	.	alt_pos = 189361857 + (primary_pos - 0)
chr4	chr4_KQ090013v1_alt	0	90922	14931449	15019028	14931449	175195527	190214555	+	.	.	.	alt_pos = 14931449 + (primary_pos - 0)
chr4	chr4_KQ090014v1_alt	0	163749	65880453	66040277	65880453	124174278	190214555	+	.	.	.	alt_pos = 65880453 + (primary_pos - 0)
chr4	chr4_KQ090015v1_alt	0	236512	69959864	70191926	69959864	120022629	190214555	+	.	.	.	alt_pos = 69959864 + (primary_pos - 0)
chr4	chr4_KQ983258v1_alt	0	185950	189907070	190093263	189907070	121292	190214555	+	.	.	.	alt_pos = 189907070 + (primary_pos - 0)
chr4	chr4_KV766193v1_alt	0	420675	154079464	154493046	154079464	35721509	190214555	+	.	.	.	alt_pos = 154079464 + (primary_pos - 0)
chr4	chr4_MU273349v1_alt	0	308682	151063269	151371951	151063269	38842604	190214555	+	.	.	.	alt_pos = 151063269 + (primary_pos - 0)
chr5	chr5_GL339449v2_alt	0	1612928	69216818	71614443	69216818	109923816	181538259	+	.	.	.	alt_pos = 69216818 + (primary_pos - 0)
chr5	chr5_GL339449v2_alt	395740	931960	69625673	71015104	69625673	110523155	181538259	-	.	.	.	alt_pos = 71015104 - (primary_pos - 395740)
chr5	chr5_GL383530v1_alt	0	101241	95169856	95254491	95169856	86283768	181538259	-	.	.	.	alt_pos = 95254491 - (primary_pos - 0)
chr5	chr5_GL383531v1_alt	0	173459	162373666	162541648	162373666	18996611	181538259	-	.	.	.	alt_pos = 162541648 - (primary_pos - 0)
chr5	chr5_GL383532v1_alt	0	82728	12681425	12744010	12681425	168794249	181538259	-	.	.	.	alt_pos = 12744010 - (primary_pos - 0)
chr5	chr5_GL949742v1_alt	0	226852	29036497	29254469	29036497	152283790	181538259	+	.	.	.	alt_pos = 29036497 + (primary_pos - 0)
chr5	chr5_GL949742v1_alt	32683	32972	29069229	29069518	29069229	152468741	181538259	-	.	.	.	alt_pos = 29069518 - (primary_pos - 32683)
